FieldGoalAttempts,ThreePointAttempts,ThreePointPercent,TwoPointPercent,FreeThrowAttempts,FreeThrowPercent,Rebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls
6.744999974966049,3.460000004991888,0.26860000044107435,0.4942000016570091,1.7000000078231097,0.6166000008583069,3.4150000065565114,1.5049999937415124,0.5950000047683716,0.3750000033527613,0.9199999924749136,1.7349999845027924
6.9294117128147805,2.1588235335314976,0.34341176423956365,0.449529412038186,1.6647059005849505,0.640823525540969,3.2999999873778396,2.005882363547297,0.6647058883134056,0.3941176568760592,1.041176474707968,1.5352941225556769
6.1777777704927646,1.9333333344095285,0.26127777910894817,0.4826111106408967,1.9777777757909565,0.6999444448285632,3.3833333220746784,1.6444444358348846,0.5277777798473835,0.3555555554727713,1.0111111220386293,1.961111108462016
7.4368420274634115,2.594736840772001,0.278578946857076,0.4846842108588469,1.921052612756428,0.6627894796823199,4.042105266922398,2.284210537609301,0.6842105357270492,0.4526315880449195,1.2842105219238682,1.8052631820503036
6.627272746779702,2.2545454427599907,0.2493636357513341,0.4837272695519708,1.7090909162705594,0.7396818209778179,3.2409090941602527,1.6590909090909092,0.6818181824955073,0.404545457187024,1.0045454529198734,1.813636349006133
7.6,2.7333333432674407,0.2498000015815099,0.5173999925454458,1.8199999928474424,0.6296666701634724,4.039999993642172,2.0666666756073635,0.6933333396911621,0.4133333330353101,1.199999992052714,1.8133333245913188
7.089999914169312,3.0649999991059302,0.3809500023722648,0.5318000048398972,1.6900000110268594,0.7209999978542327,4.159999975562096,2.1350000098347666,0.6099999986588955,0.4200000047683716,1.034999991953373,1.5749999985098841
7.600000050332812,2.5833333647913403,0.3136111108793153,0.4980000009139378,1.9277777709066868,0.7116111119588217,3.583333321743541,2.1444444656372066,0.7444444505704774,0.41111111268401146,1.0499999928805563,1.7777777711550395
7.864705758936265,2.588235305512653,0.3132941179415759,0.4807647054686266,1.958823514335296,0.7272941189653733,4.029411733150482,2.2294117335010983,0.6529411818174755,0.4588235388783848,1.247058820198564,1.8470588326454165
7.7444445159700175,2.4888888663715787,0.2933888882398605,0.4788888874981138,1.9444444477558136,0.769111113415824,3.983333372407489,1.8500000139077504,0.6111111127667956,0.4722222313284874,1.1944444444444444,1.944444449411498
7.041176554034737,2.5823529415270863,0.22764705910402186,0.4289411797243006,1.7411764702376198,0.6010000004487879,3.5470587926752426,1.7411764509537642,0.6882352995521882,0.3823529438060873,1.0117647192057442,1.7941176505649792
6.524999916553497,2.300000000745058,0.30100000277161604,0.4972500000149012,1.4687499795109034,0.6723749972879887,3.5250000096857548,1.937500011641532,0.5312500009313226,0.44375000009313226,0.9062499953433872,1.5250000022351742
7.189473704287879,2.1052631751487128,0.29278947648249176,0.5261052658683375,2.2631579214020783,0.6878947396027414,3.9842105664704976,2.0842105197279075,0.6105263162600366,0.4210526347160339,1.1368421049494493,1.8157894681943092
7.488235347411213,2.6117646935231544,0.22017646975377025,0.5008823520996991,1.92941177592558,0.7028235302251928,3.3941176428514366,1.935294128516141,0.7529411811162444,0.4647058818270178,1.2470588175689472,2.05294116454966
7.333333349227905,2.513333342472712,0.323799999554952,0.5107999980449677,1.8733333388964333,0.7353333334128062,3.6466666142145794,1.8200000127156573,0.5333333407839139,0.3999999985098839,1.0666666706403096,1.7066666603088378
7.505882403429817,2.3588235259932633,0.31376470274784984,0.4858823506271138,1.888235276236253,0.728176474571228,3.729411721229553,1.847058833521955,0.6529411848853616,0.3411764756721609,1.0705882328398086,1.7764705700032852
6.660000054041546,1.8266666794816653,0.2623333344856898,0.4989333311716716,1.6133333126703897,0.754799997806549,3.3733333667119343,1.81333332657814,0.4733333393931389,0.36666666318972907,0.9466666638851166,1.4933333337306975
6.749999913904403,2.6999999889069133,0.39988888882928425,0.4744444481200642,1.6444444358348846,0.7790555556615194,3.4166667295826807,2.0611111033293934,0.6277777726451556,0.4111111110283269,1.0833333345750968,1.6222222165928946
6.370588225476882,2.4294117513824918,0.26882352899102596,0.5231764737297507,1.7823529484517433,0.7632352990262649,3.4352941004668964,1.9117646835306112,0.6058823514510604,0.4294117636540357,1.1294117679490765,1.635294107829823
6.911111046870548,2.2666666739516788,0.2655555560357041,0.5050000051657358,2.077777791354391,0.6519444518619113,3.4888888763056864,2.161111101508141,0.7222222238779068,0.3944444432854653,1.133333338631524,1.7666666607062025
